Query Sequence ID,Subject sequence ID
TCONS_00001120,sp|P07902|GALT_HUMAN
TCONS_00001122,sp|P07902|GALT_HUMAN
TCONS_00001092,sp|Q99720|SGMR1_HUMAN
TCONS_00001093,sp|Q8IYT4|KATL2_HUMAN
TCONS_00001094,sp|Q8IYT4|KATL2_HUMAN
TCONS_00001123,sp|Q9H0R4|HDHD2_HUMAN
TCONS_00001126,sp|Q9H0R4|HDHD2_HUMAN
TCONS_00001127,sp|Q9Y5U9|IR3IP_HUMAN
TCONS_00001128,sp|Q2VWA4|SKOR2_HUMAN
TCONS_00001130,sp|Q15796|SMAD2_HUMAN
TCONS_00001131,sp|Q15796|SMAD2_HUMAN
TCONS_00001133,sp|Q15796|SMAD2_HUMAN
TCONS_00001138,sp|Q15796|SMAD2_HUMAN
TCONS_00001095,sp|Q9NY97|B3GN2_HUMAN
TCONS_00001096,sp|P02489|CRYAA_HUMAN
TCONS_00001144,sp|P02489|CRYAA_HUMAN
TCONS_00001146,sp|P54756|EPHA5_HUMAN
TCONS_00001097,sp|Q8TCU5|NMD3A_HUMAN
TCONS_00001150,sp|O95361|TRI16_HUMAN
TCONS_00001151,sp|Q8TBJ4|LPPR1_HUMAN
TCONS_00001152,sp|Q8TBJ4|LPPR1_HUMAN
TCONS_00001153,sp|Q8TBJ4|LPPR1_HUMAN
TCONS_00001098,sp|Q8IXS6|PALM2_HUMAN
TCONS_00001100,sp|Q8IXS6|PALM2_HUMAN
TCONS_00001106,sp|Q8IXS6|PALM2_HUMAN
TCONS_00001107,sp|Q8IXS6|PALM2_HUMAN
TCONS_00001156,sp|Q5VWJ9|SNX30_HUMAN
TCONS_00001108,sp|Q9BY10|TSCOT_HUMAN
TCONS_00001158,sp|Q5VWJ9|SNX30_HUMAN
TCONS_00001109,sp|Q96RF0|SNX18_HUMAN
TCONS_00001110,sp|Q9NRY2|SOSSC_HUMAN
TCONS_00001112,sp|Q9NRY2|SOSSC_HUMAN
TCONS_00001160,sp|Q6UVK1|CSPG4_HUMAN
TCONS_00001113,sp|Q0VAM2|RGF1B_HUMAN
TCONS_00001166,sp|P58335|ANTR2_HUMAN
TCONS_00001115,sp|Q6TCH7|PAQR3_HUMAN
TCONS_00001116,sp|Q6TCH7|PAQR3_HUMAN
TCONS_00001168,sp|P50443|S26A2_HUMAN
TCONS_00001172,sp|P50443|S26A2_HUMAN
TCONS_00001173,sp|P50443|S26A2_HUMAN
TCONS_00001175,sp|P50443|S26A2_HUMAN
TCONS_00001201,sp|Q8IZL2|MAML2_HUMAN
TCONS_00001202,sp|Q9UQC2|GAB2_HUMAN
TCONS_00001203,sp|Q96I59|SYNM_HUMAN
TCONS_00001204,sp|Q96I59|SYNM_HUMAN
TCONS_00001205,sp|Q6N022|TEN4_HUMAN
TCONS_00001206,sp|Q6N022|TEN4_HUMAN
TCONS_00001207,sp|Q6N022|TEN4_HUMAN
TCONS_00001209,sp|Q6N022|TEN4_HUMAN
TCONS_00001211,sp|Q6N022|TEN4_HUMAN
TCONS_00001212,sp|Q6N022|TEN4_HUMAN
TCONS_00001213,sp|Q6N022|TEN4_HUMAN
TCONS_00001214,sp|Q6N022|TEN4_HUMAN
TCONS_00001216,sp|Q6N022|TEN4_HUMAN
TCONS_00001217,sp|Q6N022|TEN4_HUMAN
TCONS_00001218,sp|Q6N022|TEN4_HUMAN
TCONS_00001219,sp|Q6N022|TEN4_HUMAN
TCONS_00001220,sp|Q6N022|TEN4_HUMAN
TCONS_00001221,sp|Q6N022|TEN4_HUMAN
TCONS_00001222,sp|Q6N022|TEN4_HUMAN
TCONS_00001225,sp|Q6N022|TEN4_HUMAN
TCONS_00001227,sp|A6NEQ2|F181B_HUMAN
TCONS_00001228,sp|P42785|PCP_HUMAN
TCONS_00001229,sp|Q15771|RAB30_HUMAN
TCONS_00001231,sp|P68371|TBB4B_HUMAN
TCONS_00001184,sp|P07437|TBB5_HUMAN
TCONS_00001185,sp|O95298|NDUC2_HUMAN
TCONS_00001232,sp|Q9NPA3|M1IP1_HUMAN
TCONS_00001233,sp|O95843|GUC1C_HUMAN
TCONS_00001234,sp|Q5BVD1|TTMP_HUMAN
TCONS_00001235,sp|Q5BVD1|TTMP_HUMAN
TCONS_00001236,sp|Q5BVD1|TTMP_HUMAN
TCONS_00001243,sp|Q6JBY9|CPZIP_HUMAN
TCONS_00001244,sp|Q92847|GHSR_HUMAN
TCONS_00001246,sp|Q9Y2H6|FND3A_HUMAN
TCONS_00001248,sp|Q9Y2H6|FND3A_HUMAN
TCONS_00001187,sp|O95199|RCBT2_HUMAN
TCONS_00001189,sp|P43657|LPAR6_HUMAN
TCONS_00001254,sp|P51956|NEK3_HUMAN
TCONS_00001255,sp|P51956|NEK3_HUMAN
TCONS_00001259,sp|P51956|NEK3_HUMAN
TCONS_00001260,sp|Q9Y693|LHFP_HUMAN
TCONS_00001191,sp|Q9Y2V7|COG6_HUMAN
TCONS_00001261,sp|Q12778|FOXO1_HUMAN
TCONS_00001192,sp|Q9Y619|ORNT1_HUMAN
TCONS_00001193,sp|Q9Y619|ORNT1_HUMAN
TCONS_00001264,sp|Q5JR59|MTUS2_HUMAN
TCONS_00001269,sp|Q5JR59|MTUS2_HUMAN
TCONS_00001270,sp|P30825|CTR1_HUMAN
TCONS_00001273,sp|P52569|CTR2_HUMAN
TCONS_00001274,sp|P30825|CTR1_HUMAN
TCONS_00001275,sp|P52569|CTR2_HUMAN
TCONS_00001277,sp|P30825|CTR1_HUMAN
TCONS_00001279,sp|Q04446|GLGB_HUMAN
TCONS_00001285,sp|Q9Y2H9|MAST1_HUMAN
TCONS_00001288,sp|Q86TL0|ATG4D_HUMAN
TCONS_00001289,sp|P51532|SMCA4_HUMAN
TCONS_00001290,sp|P51532|SMCA4_HUMAN
TCONS_00001291,sp|P01130|LDLR_HUMAN
TCONS_00001292,sp|Q9Y6Q5|AP1M2_HUMAN
TCONS_00001298,sp|P55273|CDN2D_HUMAN
TCONS_00001354,sp|Q8TDW0|LRC8C_HUMAN
TCONS_00001358,sp|Q14145|KEAP1_HUMAN
TCONS_00001359,sp|Q14145|KEAP1_HUMAN
TCONS_00001365,sp|P21453|S1PR1_HUMAN
TCONS_00001300,sp|Q6P4F2|ADXL_HUMAN
TCONS_00001301,sp|Q6P4F2|ADXL_HUMAN
TCONS_00001304,sp|P0C6A0|ZGLP1_HUMAN
TCONS_00001305,sp|Q12950|FOXD4_HUMAN
TCONS_00001366,sp|Q9UQ49|NEUR3_HUMAN
TCONS_00001306,sp|P17542|TAL1_HUMAN
TCONS_00001368,sp|Q9NUV9|GIMA4_HUMAN
TCONS_00001369,sp|Q9NUV9|GIMA4_HUMAN
TCONS_00001370,sp|Q9NUV9|GIMA4_HUMAN
TCONS_00001372,sp|Q9UGU5|HMGX4_HUMAN
TCONS_00001373,sp|Q9UGU5|HMGX4_HUMAN
TCONS_00001376,sp|Q9UGU5|HMGX4_HUMAN
TCONS_00001377,sp|Q9UGU5|HMGX4_HUMAN
TCONS_00001308,sp|P09601|HMOX1_HUMAN
TCONS_00001378,sp|Q9Y3C5|RNF11_HUMAN
TCONS_00001379,sp|Q14938|NFIX_HUMAN
TCONS_00001380,sp|Q14938|NFIX_HUMAN
TCONS_00001381,sp|Q14938|NFIX_HUMAN
TCONS_00001382,sp|Q14938|NFIX_HUMAN
TCONS_00001383,sp|Q14938|NFIX_HUMAN
TCONS_00001384,sp|Q14938|NFIX_HUMAN
TCONS_00001385,sp|Q14938|NFIX_HUMAN
TCONS_00001386,sp|Q14938|NFIX_HUMAN
TCONS_00001387,sp|Q14938|NFIX_HUMAN
TCONS_00001388,sp|Q14938|NFIX_HUMAN
TCONS_00001389,sp|Q14938|NFIX_HUMAN
TCONS_00001390,sp|Q14938|NFIX_HUMAN
TCONS_00001391,sp|Q14938|NFIX_HUMAN
TCONS_00001392,sp|Q14938|NFIX_HUMAN
TCONS_00001393,sp|Q14938|NFIX_HUMAN
TCONS_00001394,sp|Q14938|NFIX_HUMAN
TCONS_00001395,sp|Q14938|NFIX_HUMAN
TCONS_00001396,sp|Q14938|NFIX_HUMAN
TCONS_00001398,sp|Q14938|NFIX_HUMAN
TCONS_00001401,sp|Q14938|NFIX_HUMAN
TCONS_00001407,sp|Q14938|NFIX_HUMAN
TCONS_00001408,sp|Q14938|NFIX_HUMAN
TCONS_00001409,sp|Q14938|NFIX_HUMAN
TCONS_00001410,sp|O95813|CER1_HUMAN
TCONS_00001411,sp|O60635|TSN1_HUMAN
TCONS_00001413,sp|O95716|RAB3D_HUMAN
TCONS_00001417,sp|O95716|RAB3D_HUMAN
TCONS_00001419,sp|Q8N2A8|PLD6_HUMAN
TCONS_00001312,sp|P60002|ELOF1_HUMAN
TCONS_00001420,sp|Q32ZL2|LPPR5_HUMAN
TCONS_00001422,sp|Q32ZL2|LPPR5_HUMAN
TCONS_00001425,sp|Q32ZL2|LPPR5_HUMAN
TCONS_00001313,sp|A6NDB9|PALM3_HUMAN
TCONS_00001315,sp|A6NDB9|PALM3_HUMAN
TCONS_00001337,sp|Q86YS3|RFIP4_HUMAN
TCONS_00001338,sp|Q86YS3|RFIP4_HUMAN
TCONS_00001340,sp|Q86YS3|RFIP4_HUMAN
TCONS_00001342,sp|Q86YS3|RFIP4_HUMAN
TCONS_00001347,sp|Q9NYH9|UTP6_HUMAN
TCONS_00001429,sp|Q9NYH9|UTP6_HUMAN
TCONS_00001350,sp|Q6NTF9|RHBD2_HUMAN
TCONS_00001431,sp|Q9NX40|OCAD1_HUMAN
TCONS_00001432,sp|Q9NX40|OCAD1_HUMAN
TCONS_00001352,sp|O95436|NPT2B_HUMAN
TCONS_00001434,sp|P02818|OSTCN_HUMAN
TCONS_00001435,sp|Q96DN0|ERP27_HUMAN
TCONS_00001436,sp|P18545|CNRG_HUMAN
TCONS_00001353,sp|P18545|CNRG_HUMAN
TCONS_00001439,sp|O43251|RFOX2_HUMAN
TCONS_00001441,sp|O43251|RFOX2_HUMAN
TCONS_00001442,sp|O43251|RFOX2_HUMAN
TCONS_00001444,sp|O43251|RFOX2_HUMAN
TCONS_00001445,sp|O43251|RFOX2_HUMAN
TCONS_00001600,sp|Q9UQ49|NEUR3_HUMAN
TCONS_00001458,sp|Q8NE01|CNNM3_HUMAN
TCONS_00001460,sp|Q8NE01|CNNM3_HUMAN
TCONS_00001461,sp|Q8NE01|CNNM3_HUMAN
TCONS_00001462,sp|Q8NE01|CNNM3_HUMAN
TCONS_00001463,sp|P01584|IL1B_HUMAN
TCONS_00001465,sp|P01584|IL1B_HUMAN
TCONS_00001603,sp|Q96QR8|PURB_HUMAN
TCONS_00001605,sp|Q9UBX0|HESX1_HUMAN
TCONS_00001606,sp|Q9NP87|DPOLM_HUMAN
TCONS_00001466,sp|P15586|GNS_HUMAN
TCONS_00001468,sp|P15586|GNS_HUMAN
TCONS_00001607,sp|Q96EL2|RT24_HUMAN
TCONS_00001469,sp|Q8IVD9|NUDC3_HUMAN
TCONS_00001474,sp|Q13555|KCC2G_HUMAN
TCONS_00001477,sp|Q13555|KCC2G_HUMAN
TCONS_00001480,sp|Q02218|ODO1_HUMAN
TCONS_00001481,sp|Q02218|ODO1_HUMAN
TCONS_00001483,sp|Q02218|ODO1_HUMAN
TCONS_00001609,sp|Q86W56|PARG_HUMAN
TCONS_00001610,sp|Q86W56|PARG_HUMAN
TCONS_00001486,sp|Q7Z4H4|ADM2_HUMAN
TCONS_00001487,sp|Q9UGB7|MIOX_HUMAN
TCONS_00001488,sp|Q9UGB7|MIOX_HUMAN
TCONS_00001489,sp|Q9UGB7|MIOX_HUMAN
TCONS_00001490,sp|Q9UGB7|MIOX_HUMAN
TCONS_00001491,sp|Q9UGB7|MIOX_HUMAN
TCONS_00001612,sp|Q9BU23|LMF2_HUMAN
TCONS_00001614,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001615,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001616,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001617,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001618,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001619,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001620,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001621,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001622,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001624,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001626,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001627,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001628,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001629,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001630,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001631,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001632,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001634,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001635,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001636,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001637,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001638,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001640,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001641,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001642,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001644,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001645,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001647,sp|Q86YS7|C2CD5_HUMAN
TCONS_00001650,sp|Q6L9W6|B4GN3_HUMAN
TCONS_00001651,sp|Q6L9W6|B4GN3_HUMAN
TCONS_00001652,sp|Q6L9W6|B4GN3_HUMAN
TCONS_00001653,sp|Q02790|FKBP4_HUMAN
TCONS_00001654,sp|Q02790|FKBP4_HUMAN
TCONS_00001492,sp|A8MPP1|D11L8_HUMAN
TCONS_00001656,sp|Q6VEQ5|WASH2_HUMAN
TCONS_00001497,sp|Q9UPP2|IQEC3_HUMAN
TCONS_00001659,sp|Q9UMZ3|PTPRQ_HUMAN
TCONS_00001661,sp|Q9UMZ3|PTPRQ_HUMAN
TCONS_00001664,sp|Q3ZCN5|OTOGL_HUMAN
TCONS_00001666,sp|P21579|SYT1_HUMAN
TCONS_00001502,sp|Q8TAM1|BBS10_HUMAN
TCONS_00001503,sp|Q8TAM1|BBS10_HUMAN
TCONS_00001504,sp|Q8TAM1|BBS10_HUMAN
TCONS_00001505,sp|Q8TAM1|BBS10_HUMAN
TCONS_00001508,sp|Q8TAM1|BBS10_HUMAN
TCONS_00001667,sp|P21926|CD9_HUMAN
TCONS_00001668,sp|P21926|CD9_HUMAN
TCONS_00001669,sp|P21926|CD9_HUMAN
TCONS_00001670,sp|P21926|CD9_HUMAN
TCONS_00001671,sp|P21926|CD9_HUMAN
TCONS_00001509,sp|P04275|VWF_HUMAN
TCONS_00001510,sp|P04275|VWF_HUMAN
TCONS_00001512,sp|Q5XXA6|ANO1_HUMAN
TCONS_00001515,sp|Q96G23|CERS2_HUMAN
TCONS_00001516,sp|Q96G23|CERS2_HUMAN
TCONS_00001517,sp|Q96G23|CERS2_HUMAN
TCONS_00001518,sp|Q96G23|CERS2_HUMAN
TCONS_00001520,sp|Q96G23|CERS2_HUMAN
TCONS_00001522,sp|Q96G23|CERS2_HUMAN
TCONS_00001525,sp|Q9GZV3|SC5A7_HUMAN
TCONS_00001526,sp|Q9GZV3|SC5A7_HUMAN
TCONS_00001527,sp|Q9GZV3|SC5A7_HUMAN
TCONS_00001529,sp|Q9GZV3|SC5A7_HUMAN
TCONS_00001531,sp|P08069|IGF1R_HUMAN
TCONS_00001532,sp|P08069|IGF1R_HUMAN
TCONS_00001675,sp|Q9NXJ5|PGPI_HUMAN
TCONS_00001677,sp|Q9NXJ5|PGPI_HUMAN
TCONS_00001533,sp|P08670|VIME_HUMAN
TCONS_00001534,sp|O15061|SYNEM_HUMAN
TCONS_00001678,sp|Q5W5X9|TTC23_HUMAN
TCONS_00001535,sp|Q02078|MEF2A_HUMAN
TCONS_00001537,sp|Q02078|MEF2A_HUMAN
TCONS_00001540,sp|Q02078|MEF2A_HUMAN
TCONS_00001541,sp|Q02078|MEF2A_HUMAN
TCONS_00001552,sp|Q02078|MEF2A_HUMAN
TCONS_00001554,sp|Q02078|MEF2A_HUMAN
TCONS_00001570,sp|Q02078|MEF2A_HUMAN
TCONS_00001572,sp|Q02078|MEF2A_HUMAN
TCONS_00001573,sp|Q02078|MEF2A_HUMAN
TCONS_00001578,sp|Q02078|MEF2A_HUMAN
TCONS_00001590,sp|Q02078|MEF2A_HUMAN
TCONS_00001591,sp|Q02078|MEF2A_HUMAN
TCONS_00001592,sp|Q02078|MEF2A_HUMAN
TCONS_00001594,sp|Q02078|MEF2A_HUMAN
TCONS_00001597,sp|Q02078|MEF2A_HUMAN
TCONS_00001598,sp|Q6DN12|MCTP2_HUMAN
TCONS_00001707,sp|O60504|VINEX_HUMAN
TCONS_00001708,sp|O60504|VINEX_HUMAN
TCONS_00001709,sp|O60504|VINEX_HUMAN
TCONS_00001711,sp|O60504|VINEX_HUMAN
TCONS_00001712,sp|O60504|VINEX_HUMAN
TCONS_00001713,sp|O60504|VINEX_HUMAN
TCONS_00001715,sp|O60504|VINEX_HUMAN
TCONS_00001716,sp|O60504|VINEX_HUMAN
TCONS_00001722,sp|Q96EH8|NEUL3_HUMAN
TCONS_00001723,sp|Q96EH8|NEUL3_HUMAN
TCONS_00001684,sp|A6NJ46|NKX63_HUMAN
TCONS_00001724,sp|Q86UL3|GPAT4_HUMAN
TCONS_00001725,sp|Q86UL3|GPAT4_HUMAN
TCONS_00001729,sp|P05423|RPC4_HUMAN
TCONS_00001686,sp|Q96FC7|PHIPL_HUMAN
TCONS_00001687,sp|Q92561|PHYIP_HUMAN
TCONS_00001733,sp|Q9UQK1|PPR3C_HUMAN
TCONS_00001734,sp|Q9BRT9|SLD5_HUMAN
TCONS_00001735,sp|Q9BRT9|SLD5_HUMAN
TCONS_00001736,sp|Q03989|ARI5A_HUMAN
TCONS_00001737,sp|Q03989|ARI5A_HUMAN
TCONS_00001739,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001740,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001741,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001742,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001743,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001745,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001746,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001748,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001749,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001753,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001754,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001755,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001757,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001760,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001762,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001765,sp|Q9UJU6|DBNL_HUMAN
TCONS_00001767,sp|Q9Y2X8|UB2D4_HUMAN
TCONS_00001768,sp|Q9Y2X8|UB2D4_HUMAN
TCONS_00001689,sp|Q9HCS4|TF7L1_HUMAN
TCONS_00001691,sp|Q9HCS4|TF7L1_HUMAN
TCONS_00001692,sp|Q9HCS4|TF7L1_HUMAN
TCONS_00001694,sp|Q9HCS4|TF7L1_HUMAN
TCONS_00001776,sp|Q8NEJ0|DUS18_HUMAN
TCONS_00001780,sp|Q10571|MN1_HUMAN
TCONS_00001781,sp|P48739|PIPNB_HUMAN
TCONS_00001782,sp|P48739|PIPNB_HUMAN
TCONS_00001784,sp|P48739|PIPNB_HUMAN
TCONS_00001785,sp|Q96AY4|TTC28_HUMAN
TCONS_00001786,sp|Q96AY4|TTC28_HUMAN
TCONS_00001788,sp|Q96AY4|TTC28_HUMAN
TCONS_00001827,sp|Q8NGC7|O11H6_HUMAN
TCONS_00001828,sp|Q8NGC7|O11H6_HUMAN
TCONS_00001829,sp|Q8NGC7|O11H6_HUMAN
TCONS_00001830,sp|Q8NGC7|O11H6_HUMAN
TCONS_00001831,sp|Q8NGY5|OR6N1_HUMAN
TCONS_00001802,sp|Q8N6F8|WBS27_HUMAN
TCONS_00001803,sp|Q8N6F8|WBS27_HUMAN
TCONS_00001804,sp|Q8N6F8|WBS27_HUMAN
TCONS_00001806,sp|Q8N6F8|WBS27_HUMAN
TCONS_00001807,sp|Q5TEU4|NDUF5_HUMAN
TCONS_00001808,sp|Q5TEU4|NDUF5_HUMAN
TCONS_00001810,sp|Q969M7|UBE2F_HUMAN
TCONS_00001811,sp|Q969M7|UBE2F_HUMAN
TCONS_00001832,sp|Q5U5R9|HECD2_HUMAN
TCONS_00001833,sp|Q86SE9|PCGF5_HUMAN
TCONS_00001835,sp|Q86SE9|PCGF5_HUMAN
TCONS_00001836,sp|Q86SE9|PCGF5_HUMAN
TCONS_00001915,sp|Q7RTR2|NLRC3_HUMAN
TCONS_00001837,sp|Q8IZD6|S22AF_HUMAN
TCONS_00001838,sp|Q8IZD6|S22AF_HUMAN
TCONS_00001839,sp|Q8IZD6|S22AF_HUMAN
TCONS_00001842,sp|Q8IZD6|S22AF_HUMAN
TCONS_00001843,sp|Q8IZD6|S22AF_HUMAN
TCONS_00001848,sp|P52732|KIF11_HUMAN
TCONS_00001850,sp|P52732|KIF11_HUMAN
TCONS_00001815,sp|P11161|EGR2_HUMAN
TCONS_00001851,sp|Q96SZ5|AEDO_HUMAN
TCONS_00001852,sp|Q96SZ5|AEDO_HUMAN
TCONS_00001817,sp|P55316|FOXG1_HUMAN
TCONS_00001855,sp|Q6NXT4|ZNT6_HUMAN
TCONS_00001856,sp|Q6NXT4|ZNT6_HUMAN
TCONS_00001857,sp|Q6NXT4|ZNT6_HUMAN
TCONS_00001859,sp|Q6NXT4|ZNT6_HUMAN
TCONS_00001860,sp|Q6NXT4|ZNT6_HUMAN
TCONS_00001861,sp|Q6NXT4|ZNT6_HUMAN
TCONS_00001818,sp|Q6IMI4|ST6B1_HUMAN
TCONS_00001820,sp|Q6IMI4|ST6B1_HUMAN
TCONS_00001821,sp|Q6IMI4|ST6B1_HUMAN
TCONS_00001862,sp|O95361|TRI16_HUMAN
TCONS_00001865,sp|Q6ZMW3|EMAL6_HUMAN
TCONS_00001866,sp|Q6ZMW3|EMAL6_HUMAN
TCONS_00001880,sp|Q01082|SPTB2_HUMAN
TCONS_00001881,sp|Q01082|SPTB2_HUMAN
TCONS_00001882,sp|Q01082|SPTB2_HUMAN
TCONS_00001883,sp|Q01082|SPTB2_HUMAN
TCONS_00001887,sp|P14621|ACYP2_HUMAN
TCONS_00001889,sp|P14621|ACYP2_HUMAN
TCONS_00001890,sp|P14621|ACYP2_HUMAN
TCONS_00001891,sp|P14621|ACYP2_HUMAN
TCONS_00001892,sp|P14621|ACYP2_HUMAN
TCONS_00001894,sp|Q70YC5|ZN365_HUMAN
TCONS_00001895,sp|Q70YC5|ZN365_HUMAN
TCONS_00001897,sp|Q70YC5|ZN365_HUMAN
TCONS_00001900,sp|P36894|BMR1A_HUMAN
TCONS_00001901,sp|P36894|BMR1A_HUMAN
TCONS_00001903,sp|P36894|BMR1A_HUMAN
TCONS_00001904,sp|P36894|BMR1A_HUMAN
TCONS_00001905,sp|O75112|LDB3_HUMAN
TCONS_00001906,sp|Q9UHM6|OPN4_HUMAN
TCONS_00001917,sp|P20916|MAG_HUMAN
TCONS_00001918,sp|P20273|CD22_HUMAN
TCONS_00001919,sp|P20273|CD22_HUMAN
TCONS_00001920,sp|O15552|FFAR2_HUMAN
TCONS_00001956,sp|P55344|LMIP_HUMAN
TCONS_00001957,sp|Q86VR7|VS10L_HUMAN
TCONS_00001958,sp|Q86VR7|VS10L_HUMAN
TCONS_00001959,sp|Q86VR7|VS10L_HUMAN
TCONS_00001960,sp|Q86VR7|VS10L_HUMAN
TCONS_00001962,sp|Q86VR7|VS10L_HUMAN
TCONS_00001963,sp|Q86VR7|VS10L_HUMAN
TCONS_00001966,sp|P38117|ETFB_HUMAN
TCONS_00001922,sp|Q15853|USF2_HUMAN
TCONS_00001923,sp|Q15853|USF2_HUMAN
TCONS_00001924,sp|Q15853|USF2_HUMAN
TCONS_00001925,sp|Q15853|USF2_HUMAN
TCONS_00001926,sp|Q15853|USF2_HUMAN
TCONS_00001930,sp|A6NGN9|IGLO5_HUMAN
TCONS_00001967,sp|O15552|FFAR2_HUMAN
TCONS_00001968,sp|O15552|FFAR2_HUMAN
TCONS_00001969,sp|O15552|FFAR2_HUMAN
TCONS_00001970,sp|Q86VR7|VS10L_HUMAN
TCONS_00001932,sp|Q9P232|CNTN3_HUMAN
TCONS_00001973,sp|Q9H9G7|AGO3_HUMAN
TCONS_00001974,sp|Q9H9G7|AGO3_HUMAN
TCONS_00001975,sp|Q9UL18|AGO1_HUMAN
TCONS_00001976,sp|Q9UL18|AGO1_HUMAN
TCONS_00001933,sp|Q86SQ9|DHDDS_HUMAN
TCONS_00001934,sp|Q86SQ9|DHDDS_HUMAN
TCONS_00001977,sp|Q1W6H9|F110C_HUMAN
TCONS_00001978,sp|Q1W6H9|F110C_HUMAN
TCONS_00001944,sp|P19634|SL9A1_HUMAN
TCONS_00001946,sp|P19634|SL9A1_HUMAN
TCONS_00001949,sp|P19634|SL9A1_HUMAN
TCONS_00001950,sp|Q9NR34|MA1C1_HUMAN
TCONS_00001979,sp|Q9NR34|MA1C1_HUMAN
TCONS_00001952,sp|Q9UHF4|I20RA_HUMAN
TCONS_00001953,sp|Q9UHF4|I20RA_HUMAN
TCONS_00001954,sp|Q9UHF4|I20RA_HUMAN
TCONS_00001955,sp|Q5VTT5|MYOM3_HUMAN
TCONS_00001985,sp|Q9UBC3|DNM3B_HUMAN
TCONS_00001988,sp|Q9UBC3|DNM3B_HUMAN
TCONS_00001990,sp|Q9UBC3|DNM3B_HUMAN
TCONS_00001991,sp|Q9UBC3|DNM3B_HUMAN
TCONS_00001993,sp|Q9Y6K1|DNM3A_HUMAN
TCONS_00002050,sp|O94964|SOGA1_HUMAN
TCONS_00001997,sp|Q9H1P3|OSBL2_HUMAN
TCONS_00001998,sp|Q9H1P3|OSBL2_HUMAN
TCONS_00002000,sp|Q16186|ADRM1_HUMAN
TCONS_00002051,sp|Q9BTV7|CABL2_HUMAN
TCONS_00002052,sp|Q9BTV7|CABL2_HUMAN
TCONS_00002053,sp|Q9BTV7|CABL2_HUMAN
TCONS_00002055,sp|Q5GH72|XKR7_HUMAN
TCONS_00002056,sp|P61224|RAP1B_HUMAN
TCONS_00002057,sp|Q9UGL1|KDM5B_HUMAN
TCONS_00002058,sp|Q9UGL1|KDM5B_HUMAN
TCONS_00002060,sp|Q53G59|KLH12_HUMAN
TCONS_00002063,sp|Q53G59|KLH12_HUMAN
TCONS_00002003,sp|P18031|PTN1_HUMAN
TCONS_00002005,sp|P18031|PTN1_HUMAN
TCONS_00002065,sp|P17676|CEBPB_HUMAN
TCONS_00002008,sp|A5PLL7|TM189_HUMAN
TCONS_00002011,sp|Q13404|UB2V1_HUMAN
TCONS_00002013,sp|Q9NQ40|S52A3_HUMAN
TCONS_00002066,sp|Q9NQ40|S52A3_HUMAN
TCONS_00002014,sp|Q9NQ03|SCRT2_HUMAN
TCONS_00002015,sp|Q9BYN0|SRXN1_HUMAN
TCONS_00002018,sp|Q12870|TCF15_HUMAN
TCONS_00002067,sp|Q8WWT9|S13A3_HUMAN
TCONS_00002019,sp|Q8WWT9|S13A3_HUMAN
TCONS_00002020,sp|Q9BR26|OCSTP_HUMAN
TCONS_00002022,sp|P10144|GRAB_HUMAN
